SIDER_ID,Concept_Type,Indication_Name
CID100003114,PT,Renal failure
CID100003114,PT,Shock
CID100003114,PT,Ventricular arrhythmia
CID100003114,PT,Ischaemia
CID100003117,PT,Vomiting
CID100003117,PT,Headache
CID100003117,PT,Palpitations
CID100003117,PT,Lipids increased
CID100003117,PT,Flushing
CID100003117,PT,Alcohol abuse
CID100003117,PT,Alcoholism
CID100003117,PT,Nausea
CID100003121,PT,Complex partial seizures
CID100003121,PT,Amino acid metabolism disorder
CID100003121,PT,Hyperammonaemia
CID100003121,PT,Flight of ideas
CID100003121,PT,Pressure of speech
CID100003121,PT,Convulsion
CID100003121,PT,Mania
CID100003121,PT,Hepatic enzyme increased
CID100003121,PT,Lennox-Gastaut syndrome
CID100003121,PT,Mania
CID100003121,PT,Mania
CID100003121,PT,Migraine
CID100003121,PT,Decreased interest
CID100003121,PT,Agitation
CID100003121,PT,Hyperkinesia
CID100003121,PT,Grand mal convulsion
CID100003121,PT,Drug interaction
CID100003121,PT,Partial seizures
CID100003121,PT,Nonketotic hyperglycinaemia
CID100003121,PT,Bipolar I disorder
CID100003121,PT,Hyperammonaemic encephalopathy
CID100003121,PT,Somnolence
CID100003121,PT,Depressed mood
CID100003121,PT,Hepatic function abnormal
CID100003121,PT,Delusion of grandeur
CID100003121,PT,Loss of consciousness
CID100003121,PT,Acquired immunodeficiency syndrome
CID100003121,PT,Autoimmune disorder
CID100003121,PT,Urinary tract infection
CID100003121,PT,Bipolar disorder
CID100003121,PT,Bipolar I disorder
CID100003121,PT,Dehydration
CID100003121,PT,Epilepsy
CID100003121,PT,Grand mal convulsion
CID100003121,PT,Myoclonic epilepsy
CID100003121,PT,Petit mal epilepsy
CID100003121,PT,Fasting
CID100003121,PT,Aggression
CID100003121,PT,Hostility
CID100003121,PT,Headache
CID100003121,PT,Status epilepticus
CID100003121,PT,Convulsion
CID100003121,PT,Psychotic disorder
CID100003121,PT,Thrombocytopenia
CID100003121,PT,Major depression
CID100003121,PT,Systemic lupus erythematosus
CID100003121,PT,Irritability
CID100003121,PT,Hyperglycaemia
CID100003121,PT,Pregnancy
CID100003125,PT,Phaeochromocytoma malignant
CID100003143,PT,Prostate cancer metastatic
CID100003143,PT,Metastatic squamous cell carcinoma
CID100003143,PT,Breast cancer
CID100003143,PT,Prostate cancer
CID100003143,PT,Lacrimation increased
CID100003143,PT,Lung neoplasm malignant
CID100003143,PT,Ovarian cancer
CID100003143,PT,Breast cancer
CID100003143,PT,Hormone-refractory prostate cancer
CID100003143,PT,Oesophageal adenocarcinoma
CID100003143,PT,Metastatic neoplasm
CID100003143,PT,Metastatic neoplasm
CID100003143,PT,Adenocarcinoma gastric
CID100003143,PT,Neoplasm
CID100003143,PT,Squamous cell carcinoma of head and neck
CID100003143,PT,Adenocarcinoma gastric
CID100003143,PT,Vomiting
CID100003143,PT,Peripheral sensory neuropathy
CID100003143,PT,Breast cancer
CID100003143,PT,Neoplasm malignant
CID100003143,PT,Non-small cell lung cancer
CID100003143,PT,Squamous cell carcinoma
CID100003143,PT,Hypersensitivity
CID100003143,PT,Hepatocellular injury
CID100003143,PT,Breast cancer stage IV
CID100003143,PT,Foetor hepaticus
CID100003143,PT,Mesothelioma
CID100003143,PT,Nausea
CID100003143,PT,Neoplasm
CID100003143,PT,Ovarian cancer
CID100003143,PT,Oedema peripheral
CID100003143,PT,Liver disorder
CID100003148,PT,Procedural nausea
CID100003148,PT,Nausea
CID100003148,PT,Vomiting
CID100003148,PT,Neoplasm malignant
CID100003148,PT,Cardiovascular disorder
CID100003151,PT,Gastric atony
CID100003151,PT,Renal failure
CID100003151,PT,Renal impairment
CID100003151,PT,Abdominal distension
CID100003151,PT,Flatulence
CID100003151,PT,Gastrointestinal disorder
CID100003151,PT,Diabetic gastroparesis
CID100003151,PT,Early satiety
CID100003151,PT,Impaired gastric emptying
CID100003151,PT,Migraine
CID100003151,PT,Vomiting
CID100003151,PT,Parkinson's disease
CID100003151,PT,Parkinsonism
CID100003151,PT,Nausea
CID100003151,PT,Orthostatic hypotension
CID100003151,PT,Gastritis
CID100003151,PT,Abdominal distension
CID100003151,PT,Anorexia nervosa
CID100003152,PT,Dementia Alzheimer's type
CID100003152,PT,Cerebrovascular disorder
CID100003152,PT,Vascular dementia
CID100003152,PT,Dementia
CID100003154,PT,Calculus urinary
CID100003154,PT,Diabetes mellitus
CID100003154,PT,Ocular hypertension
CID100003154,PT,Foetor hepaticus
CID100003154,PT,Open angle glaucoma
CID100003154,PT,Hepatocellular injury
CID100003154,PT,Glaucoma
CID100003154,PT,Liver disorder
CID100003155,PT,Major depression
CID100003156,PT,Bronchial hyperreactivity
CID100003156,PT,Respiratory depression
CID100003156,PT,Pulmonary function test decreased
CID100003156,PT,Acute respiratory failure
CID100003156,PT,Vomiting
CID100003156,PT,Chronic obstructive pulmonary disease
CID100003156,PT,Depressed level of consciousness
CID100003156,PT,Hypercapnia
CID100003156,PT,Carbon dioxide increased
CID100003156,PT,Depression
CID100003156,PT,Cardiovascular disorder
CID100003156,PT,Apnoea
CID100003156,PT,Obstructive airways disorder
CID100003156,PT,Lung disorder
CID100003157,PT,Essential hypertension
CID100003157,PT,Urinary incontinence
CID100003157,PT,Urine flow decreased
CID100003157,PT,Bladder neck obstruction
CID100003157,PT,Benign prostatic hyperplasia
CID100003157,PT,Hypertension
CID100003157,PT,Peak expiratory flow rate
CID100003157,PT,Nocturia
CID100003157,PT,Blood pressure normal
CID100003157,PT,Bladder neck obstruction
CID100003157,PT,Acute coronary syndrome
CID100003157,PT,Parkinsonism
CID100003157,PT,Hypotension
CID100003157,PT,Myocardial infarction
CID100003157,PT,Angina pectoris
CID100003157,PT,Calculus bladder
CID100003157,PT,Diabetes mellitus
CID100003157,PT,Diabetic nephropathy
CID100003157,PT,Neurogenic bladder
CID100003157,PT,Cardiac failure
CID100003157,PT,Hyperlipidaemia
CID100003157,PT,Hypertension
CID100003157,PT,Polyuria
CID100003158,PT,Tension
CID100003158,PT,Psychotic disorder
CID100003158,PT,Sleep disorder
CID100003158,PT,Neurodermatitis
CID100003158,PT,Anxiety
CID100003158,PT,Major depression
CID100003158,PT,Drug interaction
CID100003158,PT,Depression
CID100003158,PT,Depressed mood
CID100003158,PT,Anxiety
CID100003158,PT,Major depression
CID100003158,PT,Insomnia
CID100003158,PT,Pruritus
CID100003158,PT,Dysthymic disorder
CID100003158,PT,Neurosis
CID100003158,PT,Anxiety
CID100003158,PT,Asthenia
CID100003158,PT,Alcoholism
CID100003158,PT,Alcohol abuse
CID100003158,PT,Bipolar disorder
CID100003158,PT,Cardiac failure congestive
CID100003158,PT,Cardiovascular disorder
CID100003158,PT,Coma
CID100003158,PT,Bipolar I disorder
CID100003158,PT,Major depression
CID100003158,PT,Depression
CID100003158,PT,Dysthymic disorder
CID100003158,PT,Dermatitis atopic
CID100003158,PT,Fatigue
CID100003158,PT,Depression
CID100003168,PT,Shock
CID100003168,PT,Hyperkinesia
CID100003168,PT,Agitation
CID100003168,PT,Schizophreniform disorder
CID100003168,PT,Vomiting
CID100003168,PT,Psychotic disorder
CID100003168,PT,Agitation
CID100003168,PT,Nausea
CID100003168,PT,Delirium
CID100003168,PT,Bipolar I disorder
CID100003168,PT,Pain
CID100003168,PT,Bipolar disorder
CID100003168,PT,Anxiety
CID100003168,PT,Aggression
CID100003171,PT,Loss of consciousness
CID100003171,PT,Diabetic autonomic neuropathy
CID100003171,PT,Dizziness postural
CID100003171,PT,Multiple system atrophy
CID100003171,PT,Parkinson's disease
CID100003171,PT,Parkinsonism
CID100003171,PT,Orthostatic hypotension
CID100003171,PT,Dizziness
CID100003182,PT,Asthma
CID100003182,PT,Bronchospasm
CID100003182,PT,Bronchitis chronic
CID100003182,PT,Emphysema
CID100003198,PT,Tinea cruris
CID100003198,PT,Tinea versicolour
CID100003198,PT,Tinea pedis
CID100003198,PT,Body tinea
CID100003198,PT,Skin candida
CID100003198,PT,Skin infection
CID100003198,PT,Fungal skin infection
CID100003198,PT,Tinea infection
CID100003199,PT,Sarcoma
CID100003199,PT,Ovarian cancer
CID100003199,PT,Liposarcoma
CID100003199,PT,Leiomyosarcoma
CID100003202,PT,Myasthenia gravis
CID100003202,PT,Pulmonary function test decreased
CID100003202,PT,Respiratory depression
CID100003202,PT,Cholinergic syndrome
CID100003203,PT,Pathogen resistance
CID100003203,PT,HIV infection
CID100003203,PT,Carcinogenicity
CID100003203,PT,Drug interaction
CID100003203,PT,Liver disorder
CID100003203,PT,Hepatocellular injury
CID100003203,PT,Foetor hepaticus
CID100003203,PT,Hepatitis B
CID100003203,PT,Dermatitis
CID100003203,PT,Rash
CID100003203,PT,Infection
CID100003203,PT,Mental disorder
CID100003203,PT,Immunodeficiency
CID100003219,PT,Conjunctivitis allergic
CID100003222,PT,Essential hypertension
CID100003222,PT,Glucose-6-phosphate dehydrogenase deficiency
CID100003222,PT,Renal failure
CID100003222,PT,Renal impairment
CID100003222,PT,Hypertension
CID100003222,,Heart failure signs and symptoms
CID100003222,PT,Left ventricular dysfunction
CID100003222,PT,Diabetes mellitus
CID100003222,PT,Renal artery stenosis
CID100003222,PT,Hypotension
CID100003222,PT,Myocardial infarction
CID100003222,PT,Acute coronary syndrome
CID100003222,PT,Renovascular hypertension
CID100003222,PT,Hypertension
CID100003222,PT,Cardiac failure congestive
CID100003222,PT,Cardiac failure
CID100003222,PT,Angioedema
CID100003222,PT,Angina pectoris
CID100003222,PT,Angina unstable
CID100003226,PT,Uterine atony
CID100003226,PT,Uterine haemorrhage
CID100003241,PT,Conjunctivitis allergic
CID100003241,PT,Pruritus
CID100003249,PT,Hypoparathyroidism
CID100003249,PT,Rickets
CID100003249,PT,Hypophosphataemia
CID100003249,PT,Rickets familial hypophosphataemic
CID100003249,PT,Rickets familial hypophosphataemic
CID100003250,PT,Post abortion haemorrhage
CID100003250,PT,Uterine hypotonus
CID100003250,PT,Uterine atony
CID100003250,PT,Postpartum haemorrhage
CID100003251,PT,Headache
CID100003251,PT,Migraine
CID100003251,PT,Vascular headache
CID100003251,PT,Migraine
CID100003255,PT,Pertussis
CID100003255,PT,Upper respiratory tract infection
CID100003255,PT,Trachoma
CID100003255,PT,Tonsillitis
CID100003255,PT,Tetanus
CID100003255,PT,Sexually transmitted disease
CID100003255,PT,Streptococcal infection
CID100003255,PT,Pertussis
CID100003255,PT,Pharyngitis streptococcal
CID100003255,PT,Rheumatic heart disease
CID100003255,PT,Rheumatic disorder
CID100003255,PT,Syphilis
CID100003255,PT,Wound
CID100003255,PT,Primary syphilis
CID100003255,PT,Lower respiratory tract infection
CID100003255,PT,Soft tissue infection
CID100003255,PT,Overgrowth bacterial
CID100003255,PT,Pathogen resistance
CID100003255,PT,Pelvic inflammatory disease
CID100003255,PT,Chlamydial infection
CID100003255,PT,Hypertrophic cardiomyopathy
CID100003255,PT,Acne
CID100003255,PT,Urethritis
CID100003255,PT,Renal impairment
CID100003255,PT,Renal failure
CID100003255,PT,Rheumatic fever
CID100003255,PT,Hepatic function abnormal
CID100003255,PT,Respiratory tract infection
CID100003255,PT,Tetany
CID100003255,PT,Pharyngitis
CID100003255,PT,Acne
CID100003255,PT,Amoebiasis
CID100003255,PT,Chlamydial infection
CID100003255,PT,Infection
CID100003255,PT,Conjunctivitis
CID100003255,PT,Inclusion conjunctivitis
CID100003255,PT,Corynebacterium infection
CID100003255,PT,Amoebic colitis
CID100003255,PT,Endocarditis
CID100003255,PT,Endocarditis bacterial
CID100003255,PT,Panophthalmitis
CID100003255,PT,Endophthalmitis
CID100003255,PT,Erythrasma
CID100003255,PT,Diphtheria
CID100003255,PT,Gonorrhoea
CID100003255,PT,Eye infection
CID100003255,PT,Ophthalmia neonatorum
CID100003255,PT,Mitral valve prolapse
CID100003255,PT,Meningitis
CID100003255,PT,Low birth weight baby
CID100003255,PT,Listeriosis
CID100003255,PT,Otitis media
CID100003255,PT,Legionella infection
CID100003255,PT,Pneumonia
CID100003255,PT,Legionella infection
CID100003255,PT,Hypersensitivity
CID100003255,PT,Cardiac valve disease
CID100003255,PT,Pneumonia legionella
CID100003256,PT,Rheumatic disorder
CID100003256,PT,Pharyngitis streptococcal
CID100003256,PT,Syphilis
CID100003256,PT,Tonsillitis
CID100003256,PT,Upper respiratory tract infection
CID100003256,PT,Pertussis
CID100003256,PT,Urethritis
CID100003256,PT,Lower respiratory tract infection
CID100003256,PT,Pelvic inflammatory disease
CID100003256,PT,Renal impairment
CID100003256,PT,Renal failure
CID100003256,PT,Primary syphilis
CID100003256,PT,Pertussis
CID100003256,PT,Rheumatic fever
CID100003256,PT,Conjunctivitis
CID100003256,PT,Pneumonia
CID100003256,PT,Amoebiasis
CID100003256,PT,Infection
CID100003256,PT,Respiratory tract infection
CID100003256,PT,Diphtheria
CID100003256,PT,Amoebic colitis
CID100003256,PT,Corynebacterium infection
CID100003256,PT,Gonorrhoea
CID100003256,PT,Legionella infection
CID100003256,PT,Pneumonia legionella
CID100003256,PT,Listeriosis
CID100003256,PT,Pharyngitis
CID100003256,PT,Erythrasma
CID100003261,PT,Insomnia
CID100003263,PT,Hypogonadism
CID100003263,PT,Menopause
CID100003267,PT,Atrophy
CID100003267,PT,Prostate cancer
CID100003267,PT,Ovarian failure
CID100003267,PT,Oestrogen deficiency
CID100003267,PT,Menopause
CID100003267,PT,Hypogonadism
CID100003267,PT,Osteoporosis postmenopausal
CID100003268,PT,Neoplasm
CID100003268,PT,Prostate cancer
CID100003269,PT,Ulcer
CID100003269,PT,Urinary incontinence
CID100003269,PT,Postmenopause
CID100003269,PT,Atrophic vulvovaginitis
CID100003269,PT,Menopausal symptoms
CID100003269,PT,Infection
CID100003269,PT,Menopausal symptoms
CID100003269,PT,Vaginal infection
CID100003269,PT,Vulvovaginal pruritus
CID100003269,PT,Hot flush
CID100003269,PT,Oestrogen deficiency
CID100003269,PT,Atrophic vulvovaginitis
CID100003269,PT,Vaginal haemorrhage
CID100003269,PT,Atrophy
CID100003269,PT,Pruritus
CID100003269,PT,Dyspareunia
CID100003269,PT,Uterovaginal prolapse
CID100003269,PT,Eyelid ptosis
CID100003269,PT,Breast cancer
CID100003269,PT,Cardiovascular disorder
CID100003269,PT,Menopause
CID100003269,PT,Infection
CID100003269,PT,Dysuria
CID100003269,PT,Convalescent
CID100003269,PT,Infertility
CID100003269,PT,Inflammation
CID100003269,PT,Menopausal disorder
CID100003269,PT,Menopausal symptoms
CID100003269,PT,Menopause
CID100003269,PT,Night sweats
CID100003269,PT,Hostility
CID100003278,PT,Nephrotic syndrome
CID100003278,PT,Oedema
CID100003278,PT,Rheumatic heart disease
CID100003278,PT,Lymphoedema
CID100003278,PT,Heart disease congenital
CID100003278,PT,Cardiac failure congestive
CID100003278,PT,Oedema
CID100003278,PT,Neoplasm malignant
CID100003278,PT,Ascites
CID100003278,PT,Nephropathy
CID100003279,PT,Eye disorder
CID100003279,PT,Tuberculosis
CID100003279,PT,Meningitis tuberculous
CID100003279,PT,Disseminated tuberculosis
CID100003279,PT,Joint tuberculosis
CID100003279,PT,Pulmonary tuberculosis
CID100003279,PT,Tuberculosis of genitourinary system
CID100003279,PT,Tuberculosis
CID100003291,PT,Petit mal epilepsy
CID100003291,PT,Epilepsy
CID100003292,PT,Convulsion
CID100003305,PT,Bone formation increased
CID100003305,PT,Blood alkaline phosphatase increased
CID100003305,PT,Bone lesion
CID100003305,PT,Bone pain
CID100003305,PT,Hypercalcaemia of malignancy
CID100003305,PT,Hyperphosphataemia
CID100003305,PT,Injury
CID100003305,PT,Angiopathy
CID100003305,PT,Spinal cord injury
CID100003305,PT,Pain
CID100003305,PT,Osteoporosis
CID100003305,PT,Osteomalacia
CID100003305,PT,Bone deformity
CID100003305,PT,Extraskeletal ossification
CID100003305,PT,Nervous system disorder
CID100003305,PT,Hypercalcaemia
CID100003305,PT,Fracture
CID100003305,PT,Multiple fractures
CID100003305,PT,Multiple fractures
CID100003305,PT,Fibrosis
CID100003305,PT,Neoplasm malignant
CID100003305,PT,Bone disorder
CID100003305,PT,Arthralgia
CID100003305,PT,Musculoskeletal discomfort
CID100003305,PT,Osteitis deformans
CID100003308,PT,Diabetes mellitus
CID100003308,PT,Pain
CID100003308,PT,Juvenile idiopathic arthritis
CID100003308,PT,Arthritis
CID100003308,PT,Rheumatoid arthritis
CID100003308,PT,Osteoarthritis
CID100003310,PT,Kaposi's sarcoma
CID100003310,PT,Testicular neoplasm
CID100003310,PT,Hepatic function abnormal
CID100003310,PT,Small cell lung cancer
CID100003310,PT,Pancytopenia
CID100003310,PT,Small cell carcinoma
CID100003310,PT,Small cell lung cancer
CID100003310,PT,Prostate cancer
CID100003310,PT,Ewing's sarcoma
CID100003310,PT,Gestational trophoblastic tumour
CID100003310,PT,Ovarian cancer
CID100003310,PT,Renal impairment
CID100003310,PT,Hepatic cancer
CID100003310,PT,Hepatocellular carcinoma
CID100003310,PT,Rhabdomyosarcoma
CID100003310,PT,Cervix carcinoma
CID100003310,PT,Neutropenia
CID100003310,PT,Renal failure
CID100003310,PT,Nervous system disorder
CID100003310,PT,Acquired immunodeficiency syndrome
CID100003310,PT,Autoimmune disorder
CID100003310,PT,Neuroblastoma
CID100003310,PT,Bladder cancer
CID100003310,PT,Brain neoplasm
CID100003310,PT,Hodgkin's disease lymphocyte depletion type stage unspecified
CID100003310,PT,Hodgkin's disease
CID100003310,PT,Neoplasm malignant
CID100003310,PT,Hypersensitivity
CID100003310,PT,Leukaemia
CID100003310,PT,Lymphocytic leukaemia
CID100003310,PT,Non-Hodgkin's lymphoma
CID100003310,PT,Lymphoma
CID100003310,PT,Non-Hodgkin's lymphoma
CID100003310,PT,Neoplasm
CID100003310,PT,Hodgkin's disease lymphocyte predominance type stage unspecified
CID100003324,PT,Post herpetic neuralgia
CID100003324,PT,Herpes simplex
CID100003324,PT,Tenderness
CID100003324,PT,Scab
CID100003324,PT,Immunodeficiency
CID100003324,PT,Pruritus
CID100003324,PT,Pain
CID100003324,PT,Herpes zoster
CID100003324,PT,Herpes simplex
CID100003324,PT,Oral herpes
CID100003324,PT,Genital herpes
CID100003324,PT,Dermatitis
CID100003324,PT,Rash
CID100003324,PT,Infection
CID100003324,PT,Ophthalmic herpes zoster
CID100003325,PT,Teratogenicity
CID100003325,PT,Chest discomfort
CID100003325,PT,Agitation
CID100003325,PT,Gastrinoma
CID100003325,PT,Vomiting
CID100003325,PT,Urticaria
CID100003325,PT,Ulcer
CID100003325,PT,Sleep disorder
CID100003325,PT,Swelling
CID100003325,PT,Gastric ulcer
CID100003325,PT,Renal failure
CID100003325,PT,Peptic ulcer
CID100003325,PT,Pancytopenia
CID100003325,PT,Neoplasm
CID100003325,PT,Thrombocytopenia
CID100003325,PT,Agitation
CID100003325,PT,Gastrointestinal tract irritation
CID100003325,PT,Abdominal discomfort
CID100003325,PT,Gastric cancer
CID100003325,PT,Renal failure
CID100003325,PT,Renal impairment
CID100003325,PT,Abdominal discomfort
CID100003325,PT,Hyperchlorhydria
CID100003325,PT,Carcinogenicity
CID100003325,PT,Dyspepsia
CID100003325,PT,Hypertension
CID100003325,PT,Grand mal convulsion
CID100003325,PT,Bradycardia
CID100003325,PT,Duodenal ulcer
CID100003325,PT,Gastritis erosive
CID100003325,PT,Erosive oesophagitis
CID100003325,PT,Erectile dysfunction
CID100003325,PT,Drug interaction
CID100003325,PT,Foetor hepaticus
CID100003325,PT,Polyuria
CID100003325,PT,Hepatocellular injury
CID100003325,PT,Dizziness
CID100003325,PT,Contusion
CID100003325,PT,Constipation
CID100003325,PT,Confusional state
CID100003325,PT,Feeling abnormal
CID100003325,PT,Breast feeding
CID100003325,PT,Duodenal ulcer
CID100003325,PT,Asthenia
CID100003325,PT,Anaphylactic shock
CID100003325,PT,Agranulocytosis
CID100003325,PT,Adenoma benign
CID100003325,PT,Developmental delay
CID100003325,PT,Congenital anomaly
CID100003325,PT,Liver disorder
CID100003325,PT,Angioedema
CID100003325,PT,Toxic epidermal necrolysis
CID100003325,PT,Diarrhoea
CID100003325,PT,Fatigue
CID100003325,PT,Leukopenia
CID100003325,PT,Renal failure chronic
CID100003325,PT,Jaundice cholestatic
CID100003325,PT,Hypersensitivity
CID100003325,PT,Oesophagitis
CID100003325,PT,Oral herpes
CID100003325,PT,Haemoglobin
CID100003325,PT,Haemorrhage
CID100003325,PT,Hyperplasia
CID100003325,PT,Headache
CID100003325,PT,Hallucination
CID100003325,PT,Gynaecomastia
CID100003325,PT,Gastrooesophageal reflux disease
CID100003325,PT,Body temperature increased
CID100003325,PT,Asthenia
CID100003325,PT,Dyspepsia
CID100003331,PT,Epilepsy
CID100003331,PT,Convulsion
CID100003331,PT,Lennox-Gastaut syndrome
CID100003331,PT,Partial seizures
CID100003333,PT,Hypotension
CID100003333,PT,Essential hypertension
CID100003333,PT,Acute coronary syndrome
CID100003333,PT,Myocardial infarction
CID100003333,PT,Hypertension
CID100003333,PT,Diabetes mellitus
CID100003333,PT,Cardiac failure
CID100003333,PT,Gingivitis
CID100003333,PT,Diabetic nephropathy
CID100003333,PT,Angina pectoris
CID100003333,PT,Hyperlipidaemia
CID100003339,PT,Obesity
CID100003339,PT,Pancreatitis
CID100003339,PT,Weight decreased
CID100003339,PT,Peripheral vascular disorder
CID100003339,PT,Aortic aneurysm
CID100003339,PT,Diabetes mellitus
CID100003339,PT,Low density lipoprotein increased
CID100003339,PT,High density lipoprotein decreased
CID100003339,PT,Dyslipidaemia
CID100003339,PT,Renal impairment
CID100003339,PT,Renal failure
CID100003339,PT,Peripheral arterial occlusive disease
CID100003339,PT,Dyslipidaemia
CID100003339,PT,Hyperchylomicronaemia
CID100003339,PT,Hypertriglyceridaemia
CID100003339,PT,Hypothyroidism
CID100003339,PT,Blood triglycerides increased
CID100003339,PT,Hypertriglyceridaemia
CID100003339,PT,Type IV hyperlipidaemia
CID100003339,PT,Hyperlipidaemia
CID100003339,PT,Hyperlipidaemia
CID100003339,PT,Hypercholesterolaemia
CID100003339,PT,Cardiac disorder
CID100003339,PT,Diabetic retinopathy
CID100003339,PT,Type 2 diabetes mellitus
CID100003339,PT,Diabetes mellitus
CID100003339,PT,Coronary artery disease
CID100003339,PT,Carotid artery disease
CID100003339,PT,Combined hyperlipidaemia
CID100003339,PT,Type I hyperlipidaemia
CID100003340,PT,Malignant hypertension
CID100003340,PT,Hypertension
CID100003340,PT,Hypertension
CID100003342,PT,Rheumatoid arthritis
CID100003342,PT,Arthritis
CID100003342,PT,Osteoarthritis
CID100003342,PT,Pain
CID100003345,PT,Hypoventilation
CID100003345,PT,Euphoric mood
CID100003345,PT,Mucosal inflammation
CID100003345,PT,Polymenorrhoea
CID100003345,PT,Bradycardia
CID100003345,PT,Coordination abnormal
CID100003345,PT,Cancer pain
CID100003345,PT,Drug dependence
CID100003345,PT,Substance abuse
CID100003345,PT,Analgesic therapy
CID100003345,PT,Hypotension
CID100003345,PT,Respiratory depression
CID100003345,PT,Major depression
CID100003345,PT,Therapy naive
CID100003345,PT,Breakthrough pain
CID100003345,PT,Respiratory failure
CID100003345,PT,Hypoxia
CID100003345,PT,Pain
CID100003345,PT,Pulmonary function test decreased
CID100003345,PT,Breakthrough pain
CID100003345,PT,Pain
CID100003345,PT,Apnoea
CID100003345,PT,Mental disorder
CID100003345,PT,Neoplasm malignant
CID100003345,PT,Cough
CID100003345,PT,Headache
CID100003345,PT,Urticaria
CID100003345,PT,Miosis
CID100003345,PT,Muscle rigidity
CID100003345,PT,Hypotension
CID100003345,PT,Pain
CID100003345,PT,Drug abuse
CID100003345,PT,Migraine
CID100003345,PT,Dissociation
CID100003345,PT,Alcohol abuse
CID100003345,PT,Pain
CID100003345,PT,Toothache
CID100003345,PT,Procedural pain
CID100003345,PT,Bronchospasm
CID100003348,PT,Lacrimation increased
CID100003348,PT,Rhinitis allergic
CID100003348,PT,Rhinorrhoea
CID100003348,PT,Nasopharyngitis
CID100003348,PT,Chronic spontaneous urticaria
CID100003348,PT,Lacrimation increased
CID100003348,PT,Ocular hyperaemia
CID100003348,PT,Sedation
CID100003348,PT,Urticaria
CID100003348,PT,Sneezing
CID100003348,PT,Rhinitis perennial
CID100003348,PT,Pruritus
CID100003348,PT,Hypersensitivity
CID100003348,PT,Rhinitis seasonal
CID100003348,PT,Seasonal allergy
CID100003348,PT,Urticaria
CID100003350,PT,Benign prostatic hyperplasia
CID100003350,PT,Prostate cancer
CID100003350,PT,Prostatomegaly
CID100003350,PT,Polyuria
CID100003350,PT,Alopecia
CID100003350,PT,Androgenetic alopecia
CID100003354,PT,Dysuria
CID100003354,PT,Incontinence
CID100003354,PT,Nocturia
CID100003354,PT,Suprapubic pain
CID100003354,PT,Abdominal pain lower
CID100003355,PT,Atrial fibrillation
CID100003355,PT,Tachyarrhythmia
CID100003355,PT,Ventricular arrhythmia
CID100003355,PT,Myocardial ischaemia
CID100003355,PT,Nodal arrhythmia
CID100003355,PT,Wolff-Parkinson-White syndrome
CID100003355,PT,Arrhythmia supraventricular
CID100003355,PT,Atrial flutter
CID100003355,PT,Ventricular tachycardia
CID100003355,PT,Ventricular tachycardia
CID100003355,PT,Supraventricular tachycardia
CID100003355,PT,Ventricular tachycardia
CID100003355,PT,Cardiac fibrillation
CID100003355,PT,Supraventricular tachycardia
CID100003355,PT,Arrhythmia
CID100003355,PT,Atrial fibrillation
CID100003355,PT,Atrial flutter
CID100003355,PT,Sudden death
CID100003355,PT,Cardiac flutter
CID100003355,PT,Supraventricular tachycardia
CID100003355,PT,Myocardial infarction
CID100003355,PT,Cardiac disorder
CID100003355,PT,Acute coronary syndrome
CID100003355,PT,Supraventricular tachycardia
CID100003355,PT,Wolff-Parkinson-White syndrome
CID100003363,PT,Adenocarcinoma
CID100003364,PT,Pneumonia
CID100003364,PT,Respiratory tract infection
CID100003364,PT,Sinusitis
CID100003364,PT,Skin disorder
CID100003364,PT,Tonsillitis
CID100003364,PT,Ulcer
CID100003364,PT,Soft tissue infection
CID100003364,PT,Wound infection
CID100003364,PT,Pharyngitis
CID100003364,PT,Furuncle
CID100003364,PT,Renal impairment
CID100003364,PT,Renal failure
CID100003364,PT,Urinary tract infection
CID100003364,PT,Peritonsillar abscess
CID100003364,PT,Sepsis
CID100003364,PT,Otitis media
CID100003364,PT,Acute tonsillitis
CID100003364,PT,Abscess
CID100003364,PT,Carbuncle
CID100003364,PT,Cellulitis
CID100003364,PT,Infection
CID100003364,PT,Empyema
CID100003364,PT,Endocarditis
CID100003364,PT,Eczema
CID100003364,PT,Furuncle
CID100003364,PT,Impetigo
CID100003364,PT,Lung abscess
CID100003364,PT,Meningitis
CID100003364,PT,Osteomyelitis
CID100003364,PT,Enteritis
CID100003365,PT,Candiduria
CID100003365,PT,Tinea versicolour
CID100003365,PT,Urinary tract infection
CID100003365,PT,Immunodeficiency
CID100003365,PT,Meningitis cryptococcal
CID100003365,PT,Oesophageal candidiasis
CID100003365,PT,Fungal infection
CID100003365,PT,Oral pain
CID100003365,PT,Systemic candida
CID100003365,PT,Oropharyngeal candidiasis
CID100003365,PT,Tinea cruris
CID100003365,PT,Renal impairment
CID100003365,PT,Renal failure
CID100003365,PT,Tinea pedis
CID100003365,PT,Vulvovaginal mycotic infection
CID100003365,PT,Body tinea
CID100003365,PT,Systemic candida
CID100003365,PT,Peritonitis
CID100003365,PT,Pneumonia
CID100003365,PT,Acquired immunodeficiency syndrome
CID100003365,PT,Neoplasm malignant
CID100003365,PT,Candida infection
CID100003365,PT,Mucocutaneous candidiasis
CID100003365,PT,Vulvovaginal candidiasis
CID100003365,PT,Vulvovaginal mycotic infection
CID100003365,PT,Autoimmune disorder
CID100003365,PT,Cryptococcosis
CID100003365,PT,Fungal skin infection
CID100003365,PT,Neutropenia
CID100003365,PT,Hepatitis
